id,name,price,view,city,marka,model,year,type,color,litre,weight,fuel,travel,engine,cat12,cat13
"471","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1534","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"472","LADA (VAZ) 2115, 1.6 L, 2011 il, 109 999 km","9 600 AZN","318","Gəncə","LADA (VAZ)","2115","2011","Sedan","Gümüşü","1.6 L","80 a.g.","Benzin","109 999 km","Mexaniki","Ön","Xeyr"
"473","Opel Astra, 1.6 L, 2000 il, 384 956 km","8 600 AZN","480","Gəncə","Opel","Astra","2000","Hetçbek / Liftbek","Gümüşü","1.6 L","75 a.g.","Benzin","384 956 km","Mexaniki","Ön","Xeyr"
"474","BMW 318, 1.8 L, 1993 il, 433 333 km","5 600 AZN","775","Gəncə","BMW","318","1993","Sedan","Qara","1.8 L","115 a.g.","Benzin","433 333 km","Avtomat","Ön","Xeyr"
"475","Mercedes Vito, 2.2 L, 2010 il, 215 000 km","30 500 AZN","353","Gəncə","Mercedes","Vito","2010","Van","Ağ","2.2 L","150 a.g.","Dizel","215 000 km","Mexaniki","Arxa","Xeyr"
"476","Hyundai Santa Fe, 2.4 L, 2013 il, 168 000 km","31 000 AZN","315","Gəncə","Hyundai","Santa Fe","2013","Offroader / SUV","Qara","2.4 L","178 a.g.","Benzin","168 000 km","Avtomat","Tam","Xeyr"
"477","LADA (VAZ) 2106, 1.6 L, 1986 il, 145 683 km","2 800 AZN","1891","Gəncə","LADA (VAZ)","2106","1986","Sedan","Yaşıl","1.6 L","75 a.g.","Benzin","145 683 km","Mexaniki","Arxa","Xeyr"
"478","Opel Astra, 1.3 L, 2007 il, 372 015 km","10 700 AZN","639","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Gümüşü","1.3 L","90 a.g.","Dizel","372 015 km","Mexaniki","Ön","Xeyr"
"479","LADA (VAZ) 2106, 1.6 L, 2004 il, 98 000 km","5 700 AZN","562","Gəncə","LADA (VAZ)","2106","2004","Sedan","Ağ","1.6 L","85 a.g.","Benzin","98 000 km","Mexaniki","Arxa","Xeyr"
"480","LADA (VAZ) 2107, 1.6 L, 2008 il, 107 000 km","8 400 AZN","272","Gəncə","LADA (VAZ)","2107","2008","Sedan","Ağ","1.6 L","75 a.g.","Benzin","107 000 km","Mexaniki","Arxa","Xeyr"
"481","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3366","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"482","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3561","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"483","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1281","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"484","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9285","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"485","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2871","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"486","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6505","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"487","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1899","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"488","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5676","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"489","Ford Fusion, 2.0 L, 2013 il, 144 000 km","20 800 AZN","236","Gəncə","Ford","Fusion","2013","Sedan","Qırmızı","2.0 L","245 a.g.","Benzin","144 000 km","Avtomat","Ön","Xeyr"
"490","Hyundai Accent, 1.5 L, 1996 il, 345 218 km","4 000 AZN","895","Gəncə","Hyundai","Accent","1996","Sedan","Ağ","1.5 L","90 a.g.","Benzin","345 218 km","Mexaniki","Ön","Xeyr"
"491","BMW 530, 3.0 L, 2007 il, 160 000 km","23 500 AZN","442","Gəncə","BMW","530","2007","Sedan","Göy","3.0 L","272 a.g.","Benzin","160 000 km","Avtomat","Arxa","Xeyr"
"492","Mercedes Vito 112, 2.2 L, 2011 il, 222 km","22 500 AZN","745","Gəncə","Mercedes","Vito 112","2011","Minivan","Ağ","2.2 L","170 a.g.","Dizel","222 km","Mexaniki","Arxa","Xeyr"
"493","LADA (VAZ) 2107, 1.6 L, 2010 il, 182 322 km","7 800 AZN","443","Gəncə","LADA (VAZ)","2107","2010","Sedan","Yaş Asfalt","1.6 L","75 a.g.","Benzin","182 322 km","Mexaniki","Arxa","Xeyr"
"494","LADA (VAZ) 2110, 1.5 L, 1998 il, 222 222 km","4 700 AZN","3039","Gəncə","LADA (VAZ)","2110","1998","Sedan","Qara","1.5 L","78 a.g.","Benzin","222 222 km","Mexaniki","Ön","Xeyr"
"495","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3562","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"496","Nissan Tiida, 1.5 L, 2012 il, 87 000 km","13 500 AZN","706","Gəncə","Nissan","Tiida","2012","Hetçbek / Liftbek","Qara","1.5 L","109 a.g.","Benzin","87 000 km","Avtomat","Ön","Xeyr"
"497","LADA (VAZ) 2106, 1.3 L, 1987 il, 12 500 km","3 500 AZN","998","Gəncə","LADA (VAZ)","2106","1987","Hetçbek / Liftbek","Göy","1.3 L","64 a.g.","Benzin","12 500 km","Mexaniki","Arxa","Xeyr"
"498","Ford Transit, 2.2 L, 2013 il, 160 000 km","26 500 AZN","466","Gəncə","Ford","Transit","2013","Yük maşını","Ağ","2.2 L","155 a.g.","Dizel","160 000 km","Mexaniki","Arxa","Xeyr"
"499","Opel Astra, 1.4 L, 2005 il, 203 885 km","11 000 AZN","329","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Yaş Asfalt","1.4 L","90 a.g.","Benzin","203 885 km","Mexaniki","Ön","Xeyr"
"500","Mercedes 190, 2.0 L, 1991 il, 11 133 km","7 500 AZN","857","Gəncə","Mercedes","190","1991","Sedan","Gümüşü","2.0 L","122 a.g.","Benzin","11 133 km","Avtomat","Tam","Xeyr"
"501","Mercedes E 220, 2.2 L, 2007 il, 320 000 km","19 900 AZN","1918","Gəncə","Mercedes","E 220","2007","Sedan","Ağ","2.2 L","170 a.g.","Dizel","320 000 km","Avtomat","Arxa","Xeyr"
"502","Opel Astra, 1.6 L, 2007 il, 300 000 km","10 500 AZN","518","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Qara","1.6 L","101 a.g.","Benzin","300 000 km","Robotlaşdırılmış","Ön","Xeyr"
"503","Chevrolet Cruze, 1.4 L, 2012 il, 140 000 km","15 000 AZN","276","Gəncə","Chevrolet","Cruze","2012","Sedan","Tünd qırmızı","1.4 L","140 a.g.","Benzin","140 000 km","Avtomat","Ön","Xeyr"
"504","BMW 520, 2.0 L, 1995 il, 290 000 km","7 700 AZN","760","Gəncə","BMW","520","1995","Sedan","Yaş Asfalt","2.0 L","150 a.g.","Benzin","290 000 km","Mexaniki","Arxa","Xeyr"
"505","Toyota Camry, 2.4 L, 2007 il, 210 000 km","23 000 AZN","262","Gəncə","Toyota","Camry","2007","Sedan","Gümüşü","2.4 L","167 a.g.","Benzin","210 000 km","Avtomat","Ön","Xeyr"
"506","LADA (VAZ) Niva, 1.7 L, 2015 il, 46 000 km","13 000 AZN","844","Gəncə","LADA (VAZ)","Niva","2015","Offroader / SUV","Ağ","1.7 L","83 a.g.","Benzin","46 000 km","Mexaniki","Tam","Xeyr"
"507","LADA (VAZ) Niva, 1.7 L, 2013 il, 85 000 km","14 500 AZN","846","Gəncə","LADA (VAZ)","Niva","2013","Offroader / SUV","Göy","1.7 L","80 a.g.","Benzin","85 000 km","Mexaniki","Tam","Xeyr"
"508","Mercedes E 220, 2.2 L, 2001 il, 123 456 km","16 400 AZN","571","Gəncə","Mercedes","E 220","2001","Sedan","Yaşıl","2.2 L","143 a.g.","Dizel","123 456 km","Avtomat","Arxa","Xeyr"
"509","Opel Astra, 1.4 L, 2009 il, 162 799 km","12 300 AZN","435","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Yaş Asfalt","1.4 L","90 a.g.","Benzin","162 799 km","Mexaniki","Ön","Xeyr"
"510","LADA (VAZ) 2105, 1.5 L, 1982 il, 94 000 km","3 900 AZN","435","Gəncə","LADA (VAZ)","2105","1982","Sedan","Ağ","1.5 L","65 a.g.","Benzin","94 000 km","Mexaniki","Arxa","Xeyr"
"511","Mitsubishi Pajero, 2.8 L, 1994 il, 298 973 km","9 000 AZN","851","Gəncə","Mitsubishi","Pajero","1994","Offroader / SUV","Gümüşü","2.8 L","125 a.g.","Dizel","298 973 km","Avtomat","Tam","Xeyr"
"512","Hyundai Santa Fe, 2.2 L, 2007 il, 101 000 km","22 500 AZN","866","Gəncə","Hyundai","Santa Fe","2007","Offroader / SUV","Ağ","2.2 L","184 a.g.","Dizel","101 000 km","Avtomat","Ön","Xeyr"
"513","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","719","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"514","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3367","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"515","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3563","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"516","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9563","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"517","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1282","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"518","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9685","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"519","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1939","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"520","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1448","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"521","Hyundai i30, 1.6 L, 2008 il, 371 835 km","12 600 AZN","461","Gəncə","Hyundai","i30","2008","Universal","Qırmızı","1.6 L","116 a.g.","Dizel","371 835 km","Mexaniki","Ön","Xeyr"
"522","Mercedes C 200, 2.0 L, 1995 il, 237 000 km","8 300 AZN","877","Gəncə","Mercedes","C 200","1995","Sedan","Yaşıl","2.0 L","136 a.g.","Benzin","237 000 km","Avtomat","Arxa","Xeyr"
"523","Toyota Prius, 1.8 L, 2014 il, 252 667 km","21 300 AZN","1159","Gəncə","Toyota","Prius","2014","Hetçbek / Liftbek","Ağ","1.8 L","99 a.g.","Hibrid","252 667 km","Variator","Ön","Xeyr"
"524","LADA (VAZ) 2115, 1.6 L, 2012 il, 253 000 km","8 500 AZN","837","Gəncə","LADA (VAZ)","2115","2012","Sedan","Ağ","1.6 L","80 a.g.","Benzin","253 000 km","Mexaniki","Ön","Xeyr"
"525","Kia Sportage, 2.0 L, 2008 il, 199 258 km","17 000 AZN","892","Gəncə","Kia","Sportage","2008","Offroader / SUV","Qara","2.0 L","141 a.g.","Benzin","199 258 km","Avtomat","Tam","Xeyr"
"526","Mercedes C 240, 2.6 L, 2003 il, 270 000 km","13 200 AZN","363","Gəncə","Mercedes","C 240","2003","Universal","Ağ","2.6 L","170 a.g.","Benzin","270 000 km","Avtomat","Tam","Xeyr"
"527","Kia Optima, 2.0 L, 2015 il, 130 487 km","25 000 AZN","883","Gəncə","Kia","Optima","2015","Sedan","Qara","2.0 L","274 a.g.","Benzin","130 487 km","Avtomat","Ön","Xeyr"
"528","Kia Sorento, 2.4 L, 2014 il, 103 800 km","35 000 AZN","1236","Gəncə","Kia","Sorento","2014","Universal","Ağ","2.4 L","178 a.g.","Benzin","103 800 km","Avtomat","Ön","Xeyr"
"529","Mercedes 190, 2.0 L, 1987 il, 222 555 km","4 000 AZN","994","Gəncə","Mercedes","190","1987","Sedan","Gümüşü","2.0 L","122 a.g.","Benzin","222 555 km","Mexaniki","Arxa","Xeyr"
"530","Opel Vectra, 2.0 L, 1997 il, 322 447 km","5 200 AZN","1023","Gəncə","Opel","Vectra","1997","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","322 447 km","Avtomat","Ön","Xeyr"
"531","LADA (VAZ) Priora, 1.6 L, 2012 il, 180 000 km","10 500 AZN","507","Gəncə","LADA (VAZ)","Priora","2012","Sedan","Ağ","1.6 L","106 a.g.","Benzin","180 000 km","Mexaniki","Ön","Xeyr"
"532","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9686","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"533","Mercedes S 350, 3.5 L, 2006 il, 143 000 km","32 500 AZN","947","Gəncə","Mercedes","S 350","2006","Sedan","Ağ","3.5 L","272 a.g.","Benzin","143 000 km","Avtomat","Arxa","Xeyr"
"534","Mercedes C 180, 1.8 L, 1998 il, 264 332 km","12 000 AZN","975","Gəncə","Mercedes","C 180","1998","Sedan","Ağ","1.8 L","122 a.g.","Benzin","264 332 km","Avtomat","Arxa","Xeyr"
"535","Toyota Camry, 2.5 L, 2016 il, 131 778 km","21 000 $","873","Gəncə","Toyota","Camry","2016","Sedan","Ağ","2.5 L","200 a.g.","Hibrid","131 778 km","Avtomat","Ön","Xeyr"
"536","Honda Accord, 2.4 L, 2008 il, 229 332 km","7 100 $","949","Gəncə","Honda","Accord","2008","Sedan","Göy","2.4 L","190 a.g.","Benzin","229 332 km","Avtomat","Ön","Xeyr"
"537","LADA (VAZ) 2106, 1.6 L, 1981 il, 75 914 km","3 200 AZN","448","Gəncə","LADA (VAZ)","2106","1981","Sedan","Ağ","1.6 L","75 a.g.","Benzin","75 914 km","Mexaniki","Arxa","Xeyr"
"538","BMW X6, 3.0 L, 2014 il, 156 000 km","36 000 $","1318","Gəncə","BMW","X6","2014","Offroader / SUV","Qara","3.0 L","306 a.g.","Dizel","156 000 km","Avtomat","Tam","Xeyr"
"539","LADA (VAZ) 21011, 1.3 L, 1984 il, 963 258 km","3 100 AZN","1286","Gəncə","LADA (VAZ)","21011","1984","Sedan","Ağ","1.3 L","65 a.g.","Benzin","963 258 km","Mexaniki","Arxa","Xeyr"
"540","LADA (VAZ) 2104, 1.6 L, 2011 il, 152 032 km","8 800 AZN","684","Gəncə","LADA (VAZ)","2104","2011","Universal","Gümüşü","1.6 L","75 a.g.","Benzin","152 032 km","Mexaniki","Arxa","Xeyr"
"541","Ford Transit, 2.5 L, 1999 il, 563 020 km","12 500 AZN","1388","Gəncə","Ford","Transit","1999","Furqon","Ağ","2.5 L","76 a.g.","Dizel","563 020 km","Mexaniki","Arxa","Xeyr"
"542","LADA (VAZ) 2114, 1.5 L, 2008 il, 200 000 km","6 600 AZN","3062","Gəncə","LADA (VAZ)","2114","2008","Hetçbek / Liftbek","Yaş Asfalt","1.5 L","75 a.g.","Benzin","200 000 km","Mexaniki","Ön","Xeyr"
"543","Mercedes S 320, 3.2 L, 2000 il, 234 000 km","10 500 AZN","1174","Gəncə","Mercedes","S 320","2000","Sedan","Gümüşü","3.2 L","224 a.g.","Benzin","234 000 km","Avtomat","Arxa","Xeyr"
"544","Chevrolet Cruze, 1.4 L, 2013 il, 119 890 km","15 500 AZN","162","Gəncə","Chevrolet","Cruze","2013","Sedan","Gümüşü","1.4 L","141 a.g.","Benzin","119 890 km","Avtomat","Ön","Xeyr"
"545","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1535","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"546","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1449","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"547","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1900","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"548","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1940","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"549","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5677","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"550","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","720","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"551","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8610","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"552","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5818","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"553","Daewoo Gentra, 1.5 L, 2014 il, 329 000 km","12 900 AZN","951","Gəncə","Daewoo","Gentra","2014","Sedan","Ağ","1.5 L","107 a.g.","Benzin","329 000 km","Avtomat","Ön","Xeyr"
"554","Chevrolet Aveo, 1.4 L, 2011 il, 330 000 km","9 000 AZN","391","Gəncə","Chevrolet","Aveo","2011","Sedan","Ağ","1.4 L","100 a.g.","Benzin","330 000 km","Mexaniki","Ön","Xeyr"
"555","LADA (VAZ) Niva, 1.7 L, 2015 il, 78 939 km","13 000 AZN","1253","Gəncə","LADA (VAZ)","Niva","2015","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","78 939 km","Mexaniki","Tam","Xeyr"
"556","LADA (VAZ) 2107, 1.6 L, 2005 il, 64 320 km","8 500 AZN","472","Gəncə","LADA (VAZ)","2107","2005","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","64 320 km","Mexaniki","Arxa","Xeyr"
"557","Volkswagen Crafter, 2.5 L, 2008 il, 111 111 km","19 000 AZN","415","Gəncə","Volkswagen","Crafter","2008","Furqon","Narıncı","2.5 L","164 a.g.","Dizel","111 111 km","Mexaniki","Arxa","Xeyr"
"558","Volkswagen Golf, 2.0 L, 1995 il, 190 000 km","5 500 AZN","672","Gəncə","Volkswagen","Golf","1995","Hetçbek / Liftbek","Göy","2.0 L","115 a.g.","Benzin","190 000 km","Mexaniki","Ön","Xeyr"
"559","LADA (VAZ) 2107, 1.6 L, 2005 il, 236 547 km","5 500 AZN","396","Gəncə","LADA (VAZ)","2107","2005","Sedan","Ağ","1.6 L","75 a.g.","Benzin","236 547 km","Mexaniki","Arxa","Xeyr"
"560","Great Wall Hover H3, 2.0 L, 2014 il, 80 000 km","15 300 AZN","832","Gəncə","Great Wall","Hover H3","2014","Offroader / SUV","Ağ","2.0 L","122 a.g.","Benzin","80 000 km","Mexaniki","Tam","Xeyr"
"561","Mercedes C 200, 2.0 L, 1999 il, 255 000 km","12 800 AZN","584","Gəncə","Mercedes","C 200","1999","Sedan","Göy","2.0 L","136 a.g.","Benzin","255 000 km","Avtomat","Arxa","Xeyr"
"562","Mercedes E 240, 2.4 L, 2000 il, 324 000 km","16 000 AZN","339","Gəncə","Mercedes","E 240","2000","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","324 000 km","Avtomat","Arxa","Xeyr"
"563","LADA (VAZ) 2106, 1.6 L, 2004 il, 34 000 km","5 100 AZN","997","Gəncə","LADA (VAZ)","2106","2004","Sedan","Yaş Asfalt","1.6 L","75 a.g.","Benzin","34 000 km","Mexaniki","Tam","Xeyr"
"564","GAZ 31105, 2.3 L, 2006 il, 112 000 km","7 500 AZN","499","Gəncə","GAZ","31105","2006","Sedan","Qara","2.3 L","130 a.g.","Benzin","112 000 km","Mexaniki","Arxa","Xeyr"
"565","LADA (VAZ) 2107, 1.6 L, 2011 il, 117 555 km","6 800 AZN","2273","Gəncə","LADA (VAZ)","2107","2011","Sedan","Qara","1.6 L","75 a.g.","Benzin","117 555 km","Mexaniki","Arxa","Xeyr"
"566","LADA (VAZ) Niva, 1.7 L, 2012 il, 150 000 km","8 800 AZN","484","Gəncə","LADA (VAZ)","Niva","2012","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"567","Hyundai ix35, 2.4 L, 2013 il, 106 400 km","26 800 AZN","432","Gəncə","Hyundai","ix35","2013","Offroader / SUV","Ağ","2.4 L","178 a.g.","Benzin","106 400 km","Avtomat","Tam","Xeyr"
"568","Opel Astra, 1.4 L, 1999 il, 287 096 km","8 200 AZN","291","Gəncə","Opel","Astra","1999","Universal","Qara","1.4 L","90 a.g.","Benzin","287 096 km","Mexaniki","Ön","Xeyr"
"569","Mercedes E 300, 3.0 L, 1996 il, 350 000 km","10 500 AZN","729","Gəncə","Mercedes","E 300","1996","Sedan","Gümüşü","3.0 L","136 a.g.","Dizel","350 000 km","Avtomat","Ön","Xeyr"
"570","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1450","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"571","LADA (VAZ) Niva, 1.7 L, 1996 il, 67 000 km","5 600 AZN","790","Gəncə","LADA (VAZ)","Niva","1996","Offroader / SUV","Ağ","1.7 L","76 a.g.","Benzin","67 000 km","Mexaniki","Arxa","Xeyr"
"572","Mercedes Atego 816, 4.3 L, 2008 il, 541 000 km","36 000 AZN","559","Gəncə","Mercedes","Atego 816","2008","Yük maşını","Sarı","4.3 L","150 a.g.","Dizel","541 000 km","Mexaniki","Arxa","Xeyr"
"573","LADA (VAZ) 2107, 1.6 L, 2005 il, 151 479 km","4 900 AZN","1156","Gəncə","LADA (VAZ)","2107","2005","Sedan","Ağ","1.6 L","75 a.g.","Benzin","151 479 km","Mexaniki","Arxa","Xeyr"
"574","Honda Accord, 1.5 L, 2019 il, 46 000 km","22 500 $","872","Gəncə","Honda","Accord","2019","Sedan","Qara","1.5 L","192 a.g.","Benzin","46 000 km","Avtomat","Ön","Xeyr"
"575","Mercedes 190, 2.0 L, 1992 il, 483 000 km","6 200 AZN","937","Gəncə","Mercedes","190","1992","Sedan","Yaş Asfalt","2.0 L","122 a.g.","Benzin","483 000 km","Avtomat","Arxa","Xeyr"
"576","Kia Sportage, 2.0 L, 2011 il, 79 600 km","25 700 AZN","1009","Gəncə","Kia","Sportage","2011","Offroader / SUV","Ağ","2.0 L","184 a.g.","Dizel","79 600 km","Avtomat","Ön","Xeyr"
"577","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5678","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"578","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7351","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"579","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2872","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"580","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9564","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"581","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1283","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"582","Mercedes S 500, 4.7 L, 2011 il, 108 000 km","33 500 $","721","Gəncə","Mercedes","S 500","2011","Sedan","Qara","4.7 L","435 a.g.","Benzin","108 000 km","Avtomat","Tam","Xeyr"
"583","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3564","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"584","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","721","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"585","Fiat Doblo, 1.9 L, 2006 il, 173 000 km","11 800 AZN","813","Gəncə","Fiat","Doblo","2006","Minivan","Yaş Asfalt","1.9 L","120 a.g.","Dizel","173 000 km","Mexaniki","Ön","Xeyr"
"586","LADA (VAZ) 2107, 1.5 L, 2010 il, 10 387 km","7 000 AZN","476","Gəncə","LADA (VAZ)","2107","2010","Sedan","Ağ","1.5 L","65 a.g.","Benzin","10 387 km","Mexaniki","Arxa","Xeyr"
"587","LADA (VAZ) 2107, 1.6 L, 2004 il, 133 333 km","3 900 AZN","2329","Gəncə","LADA (VAZ)","2107","2004","Sedan","Ağ","1.6 L","75 a.g.","Benzin","133 333 km","Mexaniki","Arxa","Xeyr"
"588","LADA (VAZ) 2106, 1.6 L, 1998 il, 100 000 km","5 200 AZN","439","Gəncə","LADA (VAZ)","2106","1998","Sedan","Ağ","1.6 L","75 a.g.","Benzin","100 000 km","Mexaniki","Arxa","Xeyr"
"589","Mercedes E 230, 2.3 L, 1996 il, 292 714 km","11 500 AZN","658","Gəncə","Mercedes","E 230","1996","Sedan","Gümüşü","2.3 L","150 a.g.","Benzin","292 714 km","Avtomat","Arxa","Xeyr"
