id,name,price,view,city,marka,model,year,type,color,litre,weight,fuel,travel,engine,cat12,cat13
"590","LADA (VAZ) Niva, 1.7 L, 1996 il, 200 000 km","5 000 AZN","1631","Gəncə","LADA (VAZ)","Niva","1996","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","200 000 km","Mexaniki","Tam","Xeyr"
"591","LADA (VAZ) 2107, 1.6 L, 2009 il, 300 000 km","7 500 AZN","646","Gəncə","LADA (VAZ)","2107","2009","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","300 000 km","Mexaniki","Arxa","Xeyr"
"592","Kia Optima, 2.0 L, 2011 il, 202 777 km","20 600 AZN","510","Gəncə","Kia","Optima","2011","Sedan","Ağ","2.0 L","274 a.g.","Benzin","202 777 km","Avtomat","Ön","Xeyr"
"593","Mercedes E 270, 2.7 L, 2002 il, 270 000 km","17 300 AZN","761","Gəncə","Mercedes","E 270","2002","Sedan","Gümüşü","2.7 L","177 a.g.","Dizel","270 000 km","Avtomat","Arxa","Xeyr"
"594","LADA (VAZ) Niva, 1.5 L, 1985 il, 300 000 km","3 600 AZN","951","Gəncə","LADA (VAZ)","Niva","1985","Offroader / SUV","Ağ","1.5 L","65 a.g.","Benzin","300 000 km","Mexaniki","Tam","Xeyr"
"595","LADA (VAZ) Niva, 1.7 L, 2014 il, 114 000 km","11 500 AZN","379","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","114 000 km","Mexaniki","Tam","Xeyr"
"596","Mitsubishi Airtrek, 2.0 L, 2002 il, 268 202 km","9 500 AZN","452","Gəncə","Mitsubishi","Airtrek","2002","Offroader / SUV","Gümüşü","2.0 L","126 a.g.","Benzin","268 202 km","Avtomat","Tam","Xeyr"
"597","LADA (VAZ) 2115, 1.6 L, 2007 il, 100 250 km","8 100 AZN","481","Gəncə","LADA (VAZ)","2115","2007","Sedan","Yaş Asfalt","1.6 L","80 a.g.","Benzin","100 250 km","Mexaniki","Ön","Xeyr"
"598","Mercedes E 220, 2.2 L, 2005 il, 355 666 km","15 800 AZN","959","Gəncə","Mercedes","E 220","2005","Sedan","Göy","2.2 L","170 a.g.","Dizel","355 666 km","Avtomat","Arxa","Xeyr"
"599","LADA (VAZ) 2107, 1.6 L, 2006 il, 170 000 km","6 000 AZN","359","Gəncə","LADA (VAZ)","2107","2006","Sedan","Ağ","1.6 L","75 a.g.","Benzin","170 000 km","Mexaniki","Arxa","Xeyr"
"600","LADA (VAZ) Niva, 1.7 L, 2008 il, 161 000 km","7 700 AZN","819","Gəncə","LADA (VAZ)","Niva","2008","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","161 000 km","Mexaniki","Tam","Xeyr"
"601","LADA (VAZ) 2115, 1.6 L, 2012 il, 53 000 km","11 800 AZN","2298","Gəncə","LADA (VAZ)","2115","2012","Sedan","Ağ","1.6 L","80 a.g.","Benzin","53 000 km","Mexaniki","Ön","Xeyr"
"602","Mercedes ML 350, 3.5 L, 2005 il, 170 000 km","17 500 AZN","1038","Gəncə","Mercedes","ML 350","2005","Offroader / SUV","Gümüşü","3.5 L","272 a.g.","Benzin","170 000 km","Avtomat","Tam","Xeyr"
"603","Chevrolet Cruze, 1.4 L, 2016 il, 189 000 km","15 000 AZN","795","Gəncə","Chevrolet","Cruze","2016","Sedan","Göy","1.4 L","153 a.g.","Benzin","189 000 km","Avtomat","Ön","Xeyr"
"604","Daewoo Nexia, 1.6 L, 2010 il, 182 000 km","9 200 AZN","560","Gəncə","Daewoo","Nexia","2010","Sedan","Boz","1.6 L","109 a.g.","Benzin","182 000 km","Mexaniki","Ön","Xeyr"
"605","BMW 528, 2.0 L, 2012 il, 177 000 km","19 500 $","1089","Gəncə","BMW","528","2012","Sedan","Ağ","2.0 L","245 a.g.","Benzin","177 000 km","Avtomat","Arxa","Xeyr"
"606","Mercedes E 220, 2.2 L, 2001 il, 270 000 km","15 500 AZN","1462","Gəncə","Mercedes","E 220","2001","Sedan","Göy","2.2 L","143 a.g.","Dizel","270 000 km","Avtomat","Arxa","Xeyr"
"607","Kia Soul, 1.6 L, 2009 il, 106 000 km","15 900 AZN","892","Gəncə","Kia","Soul","2009","Hetçbek / Liftbek","Bej","1.6 L","128 a.g.","Dizel","106 000 km","Avtomat","Ön","Xeyr"
"608","Hyundai Elantra, 2.0 L, 2001 il, 189 000 km","6 001 AZN","2111","Gəncə","Hyundai","Elantra","2001","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","189 000 km","Avtomat","Ön","Xeyr"
"609","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9286","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"610","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1451","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"611","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2010","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
"612","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1941","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"613","Toyota Corolla, 1.4 L, 2007 il, 200 107 km","13 500 AZN","4061","Gəncə","Toyota","Corolla","2007","Hetçbek / Liftbek","Gümüşü","1.4 L","97 a.g.","Dizel","200 107 km","Mexaniki","Ön","Xeyr"
"614","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1284","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"615","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7533","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"616","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9687","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"617","Mercedes C 220, 2.2 L, 1994 il, 470 000 km","7 800 AZN","1000","Gəncə","Mercedes","C 220","1994","Sedan","Gümüşü","2.2 L","143 a.g.","Benzin","470 000 km","Avtomat","Arxa","Xeyr"
"618","LADA (VAZ) 2106, 1.5 L, 1986 il, 79 000 km","3 000 AZN","1123","Gəncə","LADA (VAZ)","2106","1986","Sedan","Göy","1.5 L","65 a.g.","Benzin","79 000 km","Mexaniki","Arxa","Xeyr"
"619","Mercedes C 230, 2.3 L, 1998 il, 320 000 km","11 200 AZN","733","Gəncə","Mercedes","C 230","1998","Sedan","Gümüşü","2.3 L","193 a.g.","Benzin","320 000 km","Avtomat","Arxa","Xeyr"
"620","Mercedes E 230, 2.3 L, 1997 il, 100 000 km","7 600 AZN","2910","Gəncə","Mercedes","E 230","1997","Sedan","Yaşıl","2.3 L","150 a.g.","Benzin","100 000 km","Avtomat","Arxa","Xeyr"
"621","Mazda CX-9, 3.7 L, 2008 il, 198 000 km","19 000 AZN","1023","Gəncə","Mazda","CX-9","2008","Offroader / SUV","Qara","3.7 L","272 a.g.","Benzin","198 000 km","Avtomat","Tam","Xeyr"
"622","Mercedes E 220, 2.2 L, 2010 il, 238 000 km","29 500 AZN","756","Gəncə","Mercedes","E 220","2010","Sedan","Ağ","2.2 L","170 a.g.","Dizel","238 000 km","Avtomat","Arxa","Xeyr"
"623","Haojue HJ125K-5, 0.1 L, 2020 il, 16 000 km","1 800 AZN","444","Gəncə","Haojue","HJ125K-5","2020","Motosiklet","Qara","0.1 L","15 a.g.","Benzin","16 000 km","Mexaniki","Arxa","Xeyr"
"624","Mercedes C 180, 1.8 L, 1998 il, 332 000 km","12 000 AZN","334","Gəncə","Mercedes","C 180","1998","Sedan","Boz","1.8 L","122 a.g.","Benzin","332 000 km","Avtomat","Arxa","Xeyr"
"625","BMW 323, 2.5 L, 2000 il, 325 000 km","12 500 AZN","811","Gəncə","BMW","323","2000","Sedan","Qara","2.5 L","192 a.g.","Benzin","325 000 km","Avtomat","Arxa","Xeyr"
"626","Opel Vita, 1.4 L, 1997 il, 31 000 km","5 300 AZN","761","Gəncə","Opel","Vita","1997","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","31 000 km","Avtomat","Ön","Xeyr"
"627","Volkswagen Touareg, 3.2 L, 2005 il, 197 000 km","15 000 AZN","503","Gəncə","Volkswagen","Touareg","2005","Offroader / SUV","Yaşıl","3.2 L","240 a.g.","Benzin","197 000 km","Avtomat","Tam","Xeyr"
"628","Opel Astra, 1.3 L, 2009 il, 207 000 km","12 500 AZN","232","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Gümüşü","1.3 L","90 a.g.","Dizel","207 000 km","Mexaniki","Ön","Xeyr"
"629","LADA (VAZ) 2115, 1.5 L, 2004 il, 224 000 km","5 950 AZN","992","Gəncə","LADA (VAZ)","2115","2004","Sedan","Gümüşü","1.5 L","76 a.g.","Benzin","224 000 km","Mexaniki","Ön","Xeyr"
"630","Toyota Land Cruiser, 3.5 L, 2021 il, yeni","173 400 AZN","1921","Gəncə","Toyota","Land Cruiser","2021","Universal","Ağ","3.5 L","415 a.g.","Benzin","0 km","Avtomat","Tam","Bəli"
"631","Mercedes C 180, 1.8 L, 1999 il, 265 000 km","14 400 AZN","543","Gəncə","Mercedes","C 180","1999","Sedan","Qızılı","1.8 L","122 a.g.","Benzin","265 000 km","Avtomat","Arxa","Xeyr"
"632","LADA (VAZ) 2112, 1.6 L, 2007 il, 209 000 km","8 800 AZN","1113","Gəncə","LADA (VAZ)","2112","2007","Hetçbek / Liftbek","Gümüşü","1.6 L","80 a.g.","Benzin","209 000 km","Mexaniki","Ön","Xeyr"
"633","LADA (VAZ) 2107, 1.6 L, 2005 il, 100 490 km","5 000 AZN","1659","Gəncə","LADA (VAZ)","2107","2005","Sedan","Ağ","1.6 L","75 a.g.","Benzin","100 490 km","Mexaniki","Arxa","Xeyr"
"634","Opel Astra, 1.9 L, 2005 il, 296 000 km","15 000 AZN","1836","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Gümüşü","1.9 L","120 a.g.","Dizel","296 000 km","Avtomat","Ön","Xeyr"
"635","LADA (VAZ) Niva, 1.7 L, 2016 il, 32 000 km","15 900 AZN","274","Gəncə","LADA (VAZ)","Niva","2016","Offroader / SUV","Yaş Asfalt","1.7 L","80 a.g.","Benzin","32 000 km","Mexaniki","Arxa","Xeyr"
"636","LADA (VAZ) Niva, 1.7 L, 2015 il, 123 776 km","10 500 AZN","684","Gəncə","LADA (VAZ)","Niva","2015","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","123 776 km","Mexaniki","Tam","Xeyr"
"637","LADA (VAZ) Priora, 1.6 L, 2016 il, 117 231 km","13 800 AZN","657","Gəncə","LADA (VAZ)","Priora","2016","Sedan","Ağ","1.6 L","106 a.g.","Benzin","117 231 km","Mexaniki","Ön","Xeyr"
"638","LADA (VAZ) 2107, 1.6 L, 2010 il, 148 000 km","7 750 AZN","1087","Gəncə","LADA (VAZ)","2107","2010","Sedan","Qara","1.6 L","75 a.g.","Benzin","148 000 km","Mexaniki","Arxa","Xeyr"
"639","Mercedes E 240, 2.4 L, 1998 il, 374 847 km","11 800 AZN","3534","Gəncə","Mercedes","E 240","1998","Sedan","Bənövşəyi","2.4 L","170 a.g.","Benzin","374 847 km","Avtomat","Arxa","Xeyr"
"640","Mercedes Atego 1218, 4.3 L, 2007 il, 593 523 km","41 500 AZN","1781","Gəncə","Mercedes","Atego 1218","2007","Yük maşını","Ağ","4.3 L","220 a.g.","Dizel","593 523 km","Mexaniki","Arxa","Xeyr"
"641","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9565","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"642","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6506","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"643","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1901","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"644","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9688","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"645","Toyota Corolla, 1.4 L, 2007 il, 200 107 km","13 500 AZN","4063","Gəncə","Toyota","Corolla","2007","Hetçbek / Liftbek","Gümüşü","1.4 L","97 a.g.","Dizel","200 107 km","Mexaniki","Ön","Xeyr"
"646","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2011","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
"647","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1536","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"648","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8611","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"649","Chevrolet Cruze, 1.4 L, 2017 il, 124 000 km","16 800 AZN","496","Gəncə","Chevrolet","Cruze","2017","Sedan","Boz","1.4 L","153 a.g.","Benzin","124 000 km","Avtomat","Ön","Xeyr"
"650","Opel Vectra, 2.0 L, 1997 il, 180 000 km","6 000 AZN","521","Gəncə","Opel","Vectra","1997","Sedan","Yaş Asfalt","2.0 L","136 a.g.","Benzin","180 000 km","Avtomat","Ön","Xeyr"
"651","LADA (VAZ) 2110, 1.6 L, 2007 il, 220 030 km","8 500 AZN","1901","Gəncə","LADA (VAZ)","2110","2007","Sedan","Yaş Asfalt","1.6 L","80 a.g.","Benzin","220 030 km","Mexaniki","Ön","Xeyr"
"652","LADA (VAZ) 2107, 1.6 L, 1999 il, 132 456 km","4 200 AZN","953","Gəncə","LADA (VAZ)","2107","1999","Sedan","Ağ","1.6 L","75 a.g.","Benzin","132 456 km","Mexaniki","Arxa","Xeyr"
"653","Opel Astra, 2.0 L, 1998 il, 330 000 km","8 400 AZN","804","Gəncə","Opel","Astra","1998","Universal","Yaşıl","2.0 L","136 a.g.","Dizel","330 000 km","Mexaniki","Ön","Xeyr"
"654","Kia Optima, 2.4 L, 2015 il, 94 000 km","22 500 AZN","455","Gəncə","Kia","Optima","2015","Sedan","Qızılı","2.4 L","180 a.g.","Benzin","94 000 km","Avtomat","Ön","Xeyr"
"655","Mitsubishi Airtrek, 2.0 L, 2003 il, 255 000 km","9 900 AZN","693","Gəncə","Mitsubishi","Airtrek","2003","Offroader / SUV","Ağ","2.0 L","126 a.g.","Benzin","255 000 km","Avtomat","Tam","Xeyr"
"656","BMW 525, 2.5 L, 1994 il, 387 000 km","7 200 AZN","788","Gəncə","BMW","525","1994","Sedan","Göy","2.5 L","192 a.g.","Benzin","387 000 km","Mexaniki","Arxa","Xeyr"
"657","LADA (VAZ) 2106, 1.6 L, 1994 il, 120 546 km","4 300 AZN","777","Gəncə","LADA (VAZ)","2106","1994","Sedan","Göy","1.6 L","75 a.g.","Benzin","120 546 km","Mexaniki","Arxa","Xeyr"
"658","LADA (VAZ) 2109, 1.5 L, 1988 il, 11 200 km","3 600 AZN","1673","Gəncə","LADA (VAZ)","2109","1988","Hetçbek / Liftbek","Ağ","1.5 L","76 a.g.","Benzin","11 200 km","Mexaniki","Ön","Xeyr"
"659","Mercedes Axor 1829, 6.4 L, 2006 il, 619 269 km","53 500 AZN","905","Gəncə","Mercedes","Axor 1829","2006","Yük maşını","Ağ","6.4 L","290 a.g.","Dizel","619 269 km","Mexaniki","Arxa","Xeyr"
"660","LADA (VAZ) 2107, 1.6 L, 2007 il, 193 000 km","5 750 AZN","618","Gəncə","LADA (VAZ)","2107","2007","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","193 000 km","Mexaniki","Arxa","Xeyr"
"661","Fiat Doblo, 1.4 L, 2007 il, 158 243 km","13 750 AZN","1444","Gəncə","Fiat","Doblo","2007","Minivan","Qırmızı","1.4 L","77 a.g.","Benzin","158 243 km","Mexaniki","Ön","Xeyr"
"662","Mercedes E 230, 2.3 L, 1996 il, 120 000 km","10 500 AZN","773","Gəncə","Mercedes","E 230","1996","Sedan","Qırmızı","2.3 L","150 a.g.","Benzin","120 000 km","Avtomat","Arxa","Xeyr"
"663","Mercedes Vito 115, 2.2 L, 2007 il, 274 000 km","27 700 AZN","5081","Gəncə","Mercedes","Vito 115","2007","Van","Ağ","2.2 L","150 a.g.","Dizel","274 000 km","Mexaniki","Arxa","Xeyr"
"664","LADA (VAZ) 2115, 1.6 L, 2012 il, 59 000 km","11 500 AZN","1081","Gəncə","LADA (VAZ)","2115","2012","Sedan","Ağ","1.6 L","80 a.g.","Benzin","59 000 km","Mexaniki","Ön","Xeyr"
"665","Toyota Prius, 1.5 L, 2008 il, 194 000 km","14 400 AZN","420","Gəncə","Toyota","Prius","2008","Hetçbek / Liftbek","Qara","1.5 L","76 a.g.","Hibrid","194 000 km","Variator","Ön","Xeyr"
"666","GAZ 33021, 2.5 L, 2000 il, 370 000 km","7 300 AZN","2046","Gəncə","GAZ","33021","2000","Yük maşını","Bej","2.5 L","131 a.g.","Benzin","370 000 km","Mexaniki","Arxa","Xeyr"
"667","Ford Transit, 2.4 L, 2001 il, 250 000 km","14 000 AZN","1487","Gəncə","Ford","Transit","2001","Furqon","Ağ","2.4 L","140 a.g.","Dizel","250 000 km","Mexaniki","Ön","Xeyr"
"668","LADA (VAZ) 2115, 1.6 L, 2012 il, 131 000 km","9 700 AZN","398","Gəncə","LADA (VAZ)","2115","2012","Sedan","Tünd qırmızı","1.6 L","80 a.g.","Benzin","131 000 km","Mexaniki","Ön","Xeyr"
"669","Toyota Harrier, 2.4 L, 2001 il, 203 880 km","10 500 AZN","872","Gəncə","Toyota","Harrier","2001","Offroader / SUV","Ağ","2.4 L","160 a.g.","Benzin","203 880 km","Avtomat","Tam","Xeyr"
"670","LADA (VAZ) Niva, 1.7 L, 2016 il, 88 000 km","13 500 AZN","559","Gəncə","LADA (VAZ)","Niva","2016","Offroader / SUV","Göy","1.7 L","80 a.g.","Benzin","88 000 km","Mexaniki","Tam","Xeyr"
"671","Mercedes A 150, 1.5 L, 2006 il, 246 000 km","9 800 AZN","1567","Gəncə","Mercedes","A 150","2006","Hetçbek / Liftbek","Yaşıl","1.5 L","90 a.g.","Benzin","246 000 km","Mexaniki","Ön","Xeyr"
"672","LADA (VAZ) 2108, 1.5 L, 1985 il, 260 000 km","2 800 AZN","3807","Gəncə","LADA (VAZ)","2108","1985","Hetçbek / Liftbek","Ağ","1.5 L","75 a.g.","Benzin","260 000 km","Mexaniki","Ön","Xeyr"
"673","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7352","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"674","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3565","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"675","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2873","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"676","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1452","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"677","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9689","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"678","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8613","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"679","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7534","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"680","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9566","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"681","Mercedes Vito, 2.2 L, 2008 il, 317 000 km","18 900 AZN","1703","Gəncə","Mercedes","Vito","2008","Furqon","Ağ","2.2 L","150 a.g.","Dizel","317 000 km","Mexaniki","Arxa","Xeyr"
"682","Kia Cerato, 1.6 L, 2015 il, 136 000 km","20 500 AZN","1308","Gəncə","Kia","Cerato","2015","Sedan","Ağ","1.6 L","142 a.g.","Dizel","136 000 km","Avtomat","Ön","Xeyr"
"683","LADA (VAZ) 2107, 1.6 L, 2009 il, 72 800 km","6 200 AZN","1129","Gəncə","LADA (VAZ)","2107","2009","Sedan","Ağ","1.6 L","75 a.g.","Benzin","72 800 km","Mexaniki","Arxa","Xeyr"
"684","LADA (VAZ) 2115, 1.5 L, 1999 il, 200 000 km","8 000 AZN","1143","Gəncə","LADA (VAZ)","2115","1999","Sedan","Yaşıl","1.5 L","75 a.g.","Benzin","200 000 km","Mexaniki","Ön","Xeyr"
"685","LADA (VAZ) 2106, 1.3 L, 1984 il, 352 548 km","3 500 AZN","1194","Gəncə","LADA (VAZ)","2106","1984","Sedan","Ağ","1.3 L","65 a.g.","Benzin","352 548 km","Mexaniki","Arxa","Xeyr"
"686","Mercedes Vito, 2.2 L, 2007 il, 215 000 km","21 600 AZN","1502","Gəncə","Mercedes","Vito","2007","Van","Qara","2.2 L","150 a.g.","Dizel","215 000 km","Avtomat","Arxa","Xeyr"
"687","Opel Astra, 1.4 L, 2008 il, 161 000 km","12 500 AZN","328","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Yaş Asfalt","1.4 L","140 a.g.","Benzin","161 000 km","Mexaniki","Ön","Xeyr"
"688","Mercedes C 200, 2.0 L, 2000 il, 275 550 km","8 900 AZN","1688","Gəncə","Mercedes","C 200","2000","Universal","Yaşıl","2.0 L","163 a.g.","Benzin","275 550 km","Mexaniki","Arxa","Xeyr"
"689","LADA (VAZ) 2107, 1.6 L, 2007 il, 55 000 km","6 600 AZN","415","Gəncə","LADA (VAZ)","2107","2007","Sedan","Ağ","1.6 L","75 a.g.","Benzin","55 000 km","Mexaniki","Arxa","Xeyr"
"690","Opel Astra, 1.4 L, 2009 il, 123 664 km","12 700 AZN","531","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Ağ","1.4 L","90 a.g.","Benzin","123 664 km","Mexaniki","Ön","Xeyr"
"691","LADA (VAZ) Niva, 1.7 L, 2014 il, 100 000 km","11 500 AZN","634","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Göy","1.7 L","80 a.g.","Benzin","100 000 km","Mexaniki","Arxa","Xeyr"
"692","Mercedes S 320, 3.2 L, 2000 il, 190 000 km","11 800 AZN","750","Gəncə","Mercedes","S 320","2000","Sedan","Qara","3.2 L","224 a.g.","Benzin","190 000 km","Avtomat","Arxa","Xeyr"
"693","Mercedes E 230, 2.3 L, 1997 il, 370 000 km","10 600 AZN","475","Gəncə","Mercedes","E 230","1997","Sedan","Göy","2.3 L","150 a.g.","Benzin","370 000 km","Avtomat","Arxa","Xeyr"
"694","LADA (VAZ) Niva, 1.7 L, 2017 il, 75 000 km","14 300 AZN","1470","Gəncə","LADA (VAZ)","Niva","2017","Offroader / SUV","Yaş Asfalt","1.7 L","80 a.g.","Benzin","75 000 km","Mexaniki","Tam","Xeyr"
"695","Toyota Prado, 2.7 L, 2010 il, 127 272 km","40 800 AZN","934","Gəncə","Toyota","Prado","2010","Offroader / SUV","Ağ","2.7 L","167 a.g.","Benzin","127 272 km","Avtomat","Tam","Xeyr"
"696","LADA (VAZ) 2112, 1.5 L, 2005 il, 230 000 km","6 300 AZN","1208","Gəncə","LADA (VAZ)","2112","2005","Hetçbek / Liftbek","Qızılı","1.5 L","75 a.g.","Benzin","230 000 km","Mexaniki","Ön","Xeyr"
"697","Mercedes E 200, 2.0 L, 1998 il, 332 000 km","11 500 AZN","602","Gəncə","Mercedes","E 200","1998","Sedan","Bənövşəyi","2.0 L","136 a.g.","Benzin","332 000 km","Mexaniki","Arxa","Xeyr"
"698","Mercedes C 240, 2.4 L, 1997 il, 290 000 km","12 000 AZN","1210","Gəncə","Mercedes","C 240","1997","Sedan","Gümüşü","2.4 L","170 a.g.","Benzin","290 000 km","Avtomat","Arxa","Xeyr"
"699","LADA (VAZ) 2101, 1.3 L, 1982 il, 230 000 km","2 300 AZN","1266","Gəncə","LADA (VAZ)","2101","1982","Sedan","Bej","1.3 L","65 a.g.","Benzin","230 000 km","Mexaniki","Arxa","Xeyr"
"700","Mercedes C 230, 2.3 L, 2000 il, 244 000 km","11 500 AZN","1002","Gəncə","Mercedes","C 230","2000","Sedan","Qızılı","2.3 L","193 a.g.","Benzin","244 000 km","Avtomat","Arxa","Xeyr"
"701","Kia Rio, 1.4 L, 2012 il, 152 000 km","15 000 AZN","537","Gəncə","Kia","Rio","2012","Sedan","Qırmızı","1.4 L","107 a.g.","Benzin","152 000 km","Avtomat","Ön","Xeyr"
"702","Hyundai Sonata, 2.4 L, 2012 il, 186 684 km","18 400 AZN","397","Gəncə","Hyundai","Sonata","2012","Sedan","Göy","2.4 L","178 a.g.","Benzin","186 684 km","Avtomat","Ön","Xeyr"
"703","LADA (VAZ) Niva, 1.7 L, 2014 il, 108 558 km","12 500 AZN","209","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","108 558 km","Mexaniki","Tam","Xeyr"
"704","Mercedes C 180, 1.8 L, 1998 il, 320 000 km","12 500 AZN","286","Gəncə","Mercedes","C 180","1998","Sedan","Gümüşü","1.8 L","122 a.g.","Benzin","320 000 km","Avtomat","Arxa","Xeyr"
"705","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1902","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"706","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2012","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
